DateTimeUTC;IV_pct
2025-04-28 05:56:00;22.4088
2025-04-28 05:56:16;22.4142
2025-04-28 05:56:33;22.3700
2025-04-28 05:56:49;22.3700
2025-04-28 05:57:05;22.3700
2025-04-28 05:57:22;22.3700
2025-04-28 05:57:38;22.3700
2025-04-28 05:57:54;22.3700
2025-04-28 05:58:10;22.3700
2025-04-28 05:58:27;22.3557
2025-04-28 05:58:43;22.3557
2025-04-28 05:58:59;22.3557
2025-04-28 05:59:16;22.3557
2025-04-28 05:59:32;22.3557
2025-04-28 05:59:48;22.3557
2025-04-28 06:00:05;22.3549
2025-04-28 06:00:21;22.3549
2025-04-28 06:00:37;22.3549
2025-04-28 06:00:54;22.3549
2025-04-28 06:01:10;22.3549
2025-04-28 06:01:26;22.3549
2025-04-28 06:01:43;22.3549
2025-04-28 06:01:59;22.3549
2025-04-28 06:02:15;22.3549
2025-04-28 06:02:31;22.0533
2025-04-28 06:02:48;22.0533
2025-04-28 06:03:04;22.0533
2025-04-28 06:03:20;22.0533
2025-04-28 06:03:37;22.0533
2025-04-28 06:03:53;22.0533
2025-04-28 06:04:09;22.0533
2025-04-28 06:04:26;21.9985
2025-04-28 06:04:42;21.9985
2025-04-28 06:04:58;21.9985
2025-04-28 06:05:14;21.9985
2025-04-28 06:05:31;21.9985
2025-04-28 06:05:47;21.9985
2025-04-28 06:06:03;21.9985
2025-04-28 06:06:20;21.9985
2025-04-28 06:06:36;21.9950
2025-04-28 06:06:52;21.9950
2025-04-28 06:07:09;21.9950
2025-04-28 06:07:25;21.9950
2025-04-28 06:07:41;21.9950
2025-04-28 06:07:58;21.9950
2025-04-28 06:08:14;21.9950
2025-04-28 06:08:30;21.9395
2025-04-28 06:08:47;21.9395
2025-04-28 06:09:03;21.9395
2025-04-28 06:09:19;21.9395
2025-04-28 06:09:35;21.9395
2025-04-28 06:09:52;21.9395
2025-04-28 06:10:08;21.9395
2025-04-28 06:10:24;21.9329
2025-04-28 06:10:41;21.9329
2025-04-28 06:10:57;21.9329
2025-04-28 06:11:13;21.9329
2025-04-28 06:11:30;21.9329
2025-04-28 06:11:46;21.9329
2025-04-28 06:12:02;21.9329
2025-04-28 06:12:19;21.9329
2025-04-28 06:12:35;21.9488
2025-04-28 06:12:51;21.9488
2025-04-28 06:13:07;21.9488
2025-04-28 06:13:24;21.9488
2025-04-28 06:13:40;21.9488
2025-04-28 06:13:56;21.9488
2025-04-28 06:14:13;21.9488
2025-04-28 06:14:29;21.9488
2025-04-28 06:14:45;21.9621
2025-04-28 06:15:02;21.9621
2025-04-28 06:15:18;21.9621
2025-04-28 06:15:34;21.9621
2025-04-28 06:15:51;21.9621
2025-04-28 06:16:07;21.9621
2025-04-28 06:16:23;21.9719
2025-04-28 06:16:39;21.9719
2025-04-28 06:16:56;21.9719
2025-04-28 06:17:12;21.9719
2025-04-28 06:17:28;21.9719
2025-04-28 06:17:45;21.9719
2025-04-28 06:18:01;21.9719
2025-04-28 06:18:17;21.9719
2025-04-28 06:18:34;21.9719
2025-04-28 06:18:50;21.9247
2025-04-28 06:19:06;21.9247
2025-04-28 06:19:23;21.9247
2025-04-28 06:19:39;21.9247
2025-04-28 06:19:55;21.9247
2025-04-28 06:20:11;21.9247
2025-04-28 06:20:28;22.1311
2025-04-28 06:20:44;22.1311
2025-04-28 06:21:00;22.1311
2025-04-28 06:21:17;22.1311
2025-04-28 06:21:33;22.1311
2025-04-28 06:21:49;22.1311
2025-04-28 06:22:06;22.1311
2025-04-28 06:22:22;22.1311
2025-04-28 06:22:38;22.1229
2025-04-28 06:22:55;22.1229
2025-04-28 06:23:11;22.1229
2025-04-28 06:23:27;22.1229
2025-04-28 06:23:43;22.1229
2025-04-28 06:24:00;22.1229
2025-04-28 06:24:16;22.1229
2025-04-28 06:24:32;22.1230
2025-04-28 06:24:49;22.1230
2025-04-28 06:25:05;22.1230
2025-04-28 06:25:21;22.1230
2025-04-28 06:25:38;22.1230
2025-04-28 06:25:54;22.1230
2025-04-28 06:26:10;22.1230
2025-04-28 06:26:27;21.9259
2025-04-28 06:26:43;21.9259
2025-04-28 06:26:59;21.9259
2025-04-28 06:27:16;21.9259
2025-04-28 06:27:32;21.9259
2025-04-28 06:27:48;21.9259
2025-04-28 06:28:04;21.9259
2025-04-28 06:28:21;21.9259
2025-04-28 06:28:37;21.9232
2025-04-28 06:28:53;21.9232
2025-04-28 06:29:10;21.9232
2025-04-28 06:29:26;21.9232
2025-04-28 06:29:42;21.9232
2025-04-28 06:29:59;21.9232
2025-04-28 06:30:15;21.9232
2025-04-28 06:30:31;21.9232
2025-04-28 06:30:48;22.1172
2025-04-28 06:31:04;22.1172
2025-04-28 06:31:20;22.1172
2025-04-28 06:31:36;22.1172
2025-04-28 06:31:53;22.1172
2025-04-28 06:32:09;22.1172
2025-04-28 06:32:25;22.1172
2025-04-28 06:32:42;22.1172
2025-04-28 06:32:58;22.0939
2025-04-28 06:33:14;22.0939
2025-04-28 06:33:31;22.0939
