DateTimeUTC;IV_pct
2025-04-28 09:45:08;26.7650
2025-04-28 09:45:24;26.1206
2025-04-28 09:45:40;26.1058
2025-04-28 09:45:57;26.1058
2025-04-28 09:46:13;26.1058
2025-04-28 09:46:29;26.1058
2025-04-28 09:46:46;26.1058
2025-04-28 09:47:02;26.1058
2025-04-28 09:47:18;26.1058
2025-04-28 09:47:34;26.1311
2025-04-28 09:47:51;26.1311
2025-04-28 09:48:07;26.1311
2025-04-28 09:48:23;26.1311
2025-04-28 09:48:40;26.1311
2025-04-28 09:48:56;26.1311
2025-04-28 09:49:12;26.1271
2025-04-28 09:49:29;26.1271
2025-04-28 09:49:45;26.1271
2025-04-28 09:50:01;26.1271
2025-04-28 09:50:18;26.1271
2025-04-28 09:50:34;26.1271
2025-04-28 09:50:50;26.1271
2025-04-28 09:51:07;26.1271
2025-04-28 09:51:23;26.1271
2025-04-28 09:51:39;26.1314
2025-04-28 09:51:55;26.1314
2025-04-28 09:52:12;26.1314
2025-04-28 09:52:28;26.1314
2025-04-28 09:52:44;26.1314
2025-04-28 09:53:01;26.1314
2025-04-28 09:53:17;26.1314
2025-04-28 09:53:33;26.0936
2025-04-28 09:53:50;26.0936
2025-04-28 09:54:06;26.0936
2025-04-28 09:54:22;26.0936
2025-04-28 09:54:39;26.0936
2025-04-28 09:54:55;26.0936
2025-04-28 09:55:11;26.0936
2025-04-28 09:55:28;26.0936
2025-04-28 09:55:44;26.0936
2025-04-28 09:56:00;26.1635
2025-04-28 09:56:16;26.1635
2025-04-28 09:56:33;26.1635
2025-04-28 09:56:49;26.1635
2025-04-28 09:57:05;26.1635
2025-04-28 09:57:22;26.1635
2025-04-28 09:57:39;26.1635
2025-04-28 09:57:55;26.2008
2025-04-28 09:58:11;26.2008
2025-04-28 09:58:28;26.2008
2025-04-28 09:58:44;26.2008
2025-04-28 09:59:00;26.2008
2025-04-28 09:59:17;26.2008
2025-04-28 09:59:33;26.2008
2025-04-28 09:59:49;26.1881
2025-04-28 10:01:10;26.1881
2025-04-28 10:01:26;26.1881
2025-04-28 10:01:43;26.2295
2025-04-28 10:01:59;26.2295
2025-04-28 10:02:15;26.2295
2025-04-28 10:02:32;26.2295
2025-04-28 10:02:48;26.2295
2025-04-28 10:03:04;26.2295
2025-04-28 10:03:21;26.2295
2025-04-28 10:03:37;26.2295
2025-04-28 10:03:53;26.2295
2025-04-28 10:04:09;26.2028
2025-04-28 10:04:26;26.2028
2025-04-28 10:04:42;26.2028
2025-04-28 10:04:58;26.2028
2025-04-28 10:05:15;26.2028
2025-04-28 10:05:31;26.2028
2025-04-28 10:05:47;26.2028
2025-04-28 10:06:04;26.1690
2025-04-28 10:06:20;26.1690
2025-04-28 10:06:36;26.1690
2025-04-28 10:06:53;26.1690
2025-04-28 10:07:09;26.1690
2025-04-28 10:07:25;26.1690
2025-04-28 10:07:41;26.1907
2025-04-28 10:07:58;26.1907
2025-04-28 10:08:14;26.1907
2025-04-28 10:08:30;26.1907
2025-04-28 10:08:47;26.1907
2025-04-28 10:09:03;26.1907
2025-04-28 10:09:19;26.1907
2025-04-28 10:09:36;26.1907
2025-04-28 10:09:52;26.1907
2025-04-28 10:10:08;26.1907
2025-04-28 10:10:25;26.2303
2025-04-28 10:10:41;26.2303
2025-04-28 10:10:57;26.2303
2025-04-28 10:11:14;26.2303
2025-04-28 10:11:30;26.2303
2025-04-28 10:11:46;26.2303
2025-04-28 10:12:03;26.2303
2025-04-28 10:12:19;26.2303
2025-04-28 10:12:35;26.1885
2025-04-28 10:12:51;26.1885
2025-04-28 10:13:08;26.1885
2025-04-28 10:13:24;26.1885
2025-04-28 10:13:40;26.1885
2025-04-28 10:13:57;26.1885
2025-04-28 10:14:13;26.1885
2025-04-28 10:14:29;26.2177
2025-04-28 10:14:46;26.2177
2025-04-28 10:15:02;26.2177
2025-04-28 10:15:18;26.2177
2025-04-28 10:15:35;26.2177
2025-04-28 10:15:51;26.2177
2025-04-28 10:16:07;26.2177
2025-04-28 10:16:24;26.2282
2025-04-28 10:16:40;26.2282
2025-04-28 10:16:56;26.2282
2025-04-28 10:17:12;26.2282
2025-04-28 10:17:29;26.2282
2025-04-28 10:17:45;26.2282
2025-04-28 10:18:01;26.2282
2025-04-28 10:18:18;26.2282
2025-04-28 10:18:34;26.2557
2025-04-28 10:18:50;26.2557
2025-04-28 10:19:07;26.2557
2025-04-28 10:19:23;26.2557
2025-04-28 10:19:39;26.2557
2025-04-28 10:19:56;26.2557
2025-04-28 10:20:12;26.2557
2025-04-28 10:20:28;26.2664
2025-04-28 10:20:45;26.2664
2025-04-28 10:21:01;26.2664
2025-04-28 10:21:17;26.2664
2025-04-28 10:21:34;26.2664
2025-04-28 10:21:50;26.2664
2025-04-28 10:22:06;26.2664
