number,value,user_attrs_pct_tr,user_attrs_pct_val,user_attrs_pct_val1,user_attrs_wr_tr,user_attrs_wr_val,user_attrs_wr_val1
4744,0.40965660518607394,0.17077986179664364,0.042527215383050154,0.12109512109512109,0.5298651252408478,0.562200956937799,0.5202898550724637
4745,-0.001,,,,,,
4746,-0.001,,,,,,
4747,-0.001,,,,,,
4748,-0.001,,,,,,
4749,-0.001,,,,,,
4750,-0.001,,,,,,
4751,-0.001,,,,,,
4752,-0.001,,,,,,
4753,-0.001,,,,,,
4754,-0.001,,,,,,
4755,-0.001,,,,,,
4756,0.4099387722121015,0.1717670286278381,0.042527215383050154,0.12109512109512109,0.5306513409961686,0.562200956937799,0.5202898550724637
4757,-0.001,,,,,,
4758,-0.001,,,,,,
4759,-0.001,,,,,,
4760,-0.001,,,,,,
4761,-0.001,,,,,,
4762,-0.001,,,,,,
4763,-0.001,,,,,,
4764,-0.001,,,,,,
4765,-0.001,,,,,,
4766,-0.001,,,,,,
4767,-0.001,,,,,,
4768,-0.001,,,,,,
4769,-0.001,,,,,,
4770,-0.001,,,,,,
4771,-0.001,,,,,,
4772,-0.001,,,,,,
4773,-0.001,,,,,,
4774,-0.001,,,,,,
4775,-0.001,,,,,,
4776,-0.001,,,,,,
4777,-0.001,,,,,,
4778,-0.001,,,,,,
4779,0.4106635804001588,0.16847647252385653,0.04191677688472886,0.11863811863811864,0.53125,0.5655339805825242,0.522189349112426
4780,-0.001,,,,,,
4781,-0.001,,,,,,
4782,-0.001,,,,,,
4783,-0.001,,,,,,
4784,-0.001,,,,,,
4785,-0.001,,,,,,
4786,-0.001,,,,,,
4787,-0.001,,,,,,
4788,-0.001,,,,,,
4789,-0.001,,,,,,
4790,-0.001,,,,,,
4791,-0.001,,,,,,
4792,-0.001,,,,,,
4793,-0.001,,,,,,
4794,-0.001,,,,,,
4795,-0.001,,,,,,
4796,-0.001,,,,,,
4797,-0.001,,,,,,
4798,-0.001,,,,,,
4799,-0.001,,,,,,
4800,-0.001,,,,,,
4801,0.4106840694253652,0.16781836130306022,0.041408078136127784,0.11828711828711828,0.5313725490196078,0.5675675675675675,0.5207715133531158
4802,-0.001,,,,,,
4803,-0.001,,,,,,
4804,-0.001,,,,,,
4805,-0.001,,,,,,
4806,-0.001,,,,,,
4807,0.4031497547698249,0.15136558078315235,0.030114965917183843,0.10073710073710074,0.5217391304347826,0.5641891891891891,0.5209059233449478
4808,-0.001,,,,,,
4809,-0.001,,,,,,
4810,0.4101659412100108,0.16979269496544916,0.04222199613388951,0.11986661986661987,0.5290697674418605,0.563855421686747,0.5226939970717424
4811,-0.001,,,,,,
4812,-0.001,,,,,,
4813,-0.001,,,,,,
4814,-0.001,,,,,,
4815,-0.001,,,,,,
4816,-0.001,,,,,,
4817,-0.001,,,,,,
4818,-0.001,,,,,,
4819,-0.001,,,,,,
4820,-0.001,,,,,,
4821,-0.001,,,,,,
4822,-0.001,,,,,,
4823,-0.001,,,,,,
4824,-0.001,,,,,,
4825,-0.001,,,,,,
4826,0.41185848265308406,0.16156630470549524,0.03896632414284261,0.11267111267111267,0.5336048879837068,0.577023498694517,0.5202492211838006
4827,-0.001,,,,,,
4828,-0.001,,,,,,
4829,-0.001,,,,,,
4830,-0.001,,,,,,
4831,-0.001,,,,,,
4832,-0.001,,,,,,
4833,-0.001,,,,,,
4834,-0.001,,,,,,
4835,-0.001,,,,,,
4836,-0.001,,,,,,
4837,-0.001,,,,,,
4838,-0.001,,,,,,
4839,-0.001,,,,,,
4840,-0.001,,,,,,
4841,-0.001,,,,,,
4842,-0.001,,,,,,
4843,0.4067895945595436,0.1493912471207634,0.028690609421100823,0.09810459810459811,0.526431718061674,0.5780141843971631,0.5205724508050089
4844,-0.001,,,,,,
4845,-0.001,,,,,,
4846,-0.001,,,,,,
4847,-0.001,,,,,,
4848,-0.001,,,,,,
4849,-0.001,,,,,,
4850,-0.001,,,,,,
4851,-0.001,,,,,,
4852,-0.001,,,,,,
4853,0.4100253571510884,0.17242513984863442,0.04222199613388951,0.12056862056862057,0.5286259541984732,0.563855421686747,0.5211062590975255
4854,-0.001,,,,,,
4855,-0.001,,,,,,
4856,0.41077737225226363,0.17143797301743996,0.042120256384169295,0.11951561951561951,0.5297504798464492,0.5652173913043478,0.5227606461086637
4857,-0.001,,,,,,
4858,-0.001,,,,,,
4859,0.4106413569975142,0.16946363935505102,0.042120256384169295,0.11916461916461916,0.5300970873786408,0.5652173913043478,0.5228276877761414
4860,-0.001,,,,,,
4861,-0.001,,,,,,
4862,-0.001,,,,,,
4863,-0.001,,,,,,
4864,-0.001,,,,,,
4865,-0.001,,,,,,
4866,-0.001,,,,,,
4867,-0.001,,,,,,
4868,-0.001,,,,,,
4869,0.41011081906566227,0.16584402764067127,0.041408078136127784,0.11828711828711828,0.5297619047619048,0.5675675675675675,0.5207715133531158
4870,-0.001,,,,,,
4871,-0.001,,,,,,
4872,-0.001,,,,,,
4873,-0.001,,,,,,
4874,-0.001,,,,,,
4875,0.4098374273043552,0.1648568608094768,0.04110285888696714,0.11705861705861706,0.530938123752495,0.5668316831683168,0.52023988005997
4876,-0.001,,,,,,
4877,-0.001,,,,,,
4878,-0.001,,,,,,
4879,-0.001,,,,,,
4880,0.4099276263617075,0.16551497203027313,0.04130633838640757,0.11793611793611794,0.5288270377733598,0.5665024630541872,0.5223214285714286
4881,-0.001,,,,,,
4882,-0.001,,,,,,
4883,-0.001,,,,,,
4884,-0.001,,,,,,
4885,-0.001,,,,,,
4886,0.40409386157893895,0.1556433037183284,0.03143758266354665,0.1053001053001053,0.5200845665961945,0.5631067961165048,0.5233333333333333
4887,-0.001,,,,,,
4888,-0.001,,,,,,
4889,-0.001,,,,,,
4890,-0.001,,,,,,
4891,-0.001,,,,,,
4892,-0.001,,,,,,
4893,0.409396228852851,0.16551497203027313,0.04130633838640757,0.11776061776061776,0.5288270377733598,0.5665024630541872,0.5201192250372578
4894,-0.001,,,,,,
4895,-0.001,,,,,,
4896,-0.001,,,,,,
4897,0.40416557255473756,0.1533399144455413,0.031132363414386,0.10284310284310284,0.5214592274678111,0.565359477124183,0.5221843003412969
4898,-0.001,,,,,,
4899,-0.001,,,,,,
4900,-0.001,,,,,,
4901,-0.001,,,,,,
4902,-0.001,,,,,,
4903,0.41085638043013184,0.1625534715366897,0.03937328314172347,0.11372411372411373,0.5344129554655871,0.5710594315245479,0.5200617283950617
4904,-0.001,,,,,,
4905,-0.001,,,,,,
4906,-0.001,,,,,,
4907,-0.001,,,,,,
4908,-0.001,,,,,,
4909,-0.001,,,,,,
4910,-0.001,,,,,,
4911,-0.001,,,,,,
4912,-0.001,,,,,,
4913,-0.001,,,,,,
4914,-0.001,,,,,,
4915,-0.001,,,,,,
4916,-0.001,,,,,,
4917,0.4113475773545744,0.16090819348469892,0.03896632414284261,0.11267111267111267,0.5316973415132924,0.577023498694517,0.5202492211838006
4918,-0.001,,,,,,
4919,-0.001,,,,,,
4920,-0.001,,,,,,
4921,-0.001,,,,,,
4922,-0.001,,,,,,
4923,-0.001,,,,,,
4924,-0.001,,,,,,
4925,-0.001,,,,,,
4926,-0.001,,,,,,
4927,-0.001,,,,,,
4928,-0.001,,,,,,
4929,-0.001,,,,,,
4930,-0.001,,,,,,
4931,-0.001,,,,,,
4932,-0.001,,,,,,
4933,-0.001,,,,,,
4934,-0.001,,,,,,
4935,-0.001,,,,,,
4936,-0.001,,,,,,
4937,-0.001,,,,,,
4938,-0.001,,,,,,
4939,0.4110700423814286,0.16189536031589338,0.03896632414284261,0.11337311337311337,0.532520325203252,0.5744125326370757,0.5201238390092879
4940,-0.001,,,,,,
4941,-0.001,,,,,,
4942,-0.001,,,,,,
4943,-0.001,,,,,,
4944,-0.001,,,,,,
4945,-0.001,,,,,,
4946,-0.001,,,,,,
4947,-0.001,,,,,,
4948,-0.001,,,,,,
4949,-0.001,,,,,,
4950,-0.001,,,,,,
4951,-0.001,,,,,,
4952,-0.001,,,,,,
4953,-0.001,,,,,,
4954,-0.001,,,,,,
4955,-0.001,,,,,,
4956,-0.001,,,,,,
4957,-0.001,,,,,,
4958,-0.001,,,,,,
4959,-0.001,,,,,,
4960,-0.001,,,,,,
4961,-0.001,,,,,,
4962,-0.001,,,,,,
4963,0.41007850958893016,0.16518591641987496,0.040492420388645846,0.116005616005616,0.5338645418326693,0.5653266331658291,0.5204236006051437
4964,0.4096052363635762,0.16189536031589338,0.039271543392003255,0.11372411372411373,0.5304878048780488,0.5699481865284974,0.5200617283950617
4965,-0.001,,,,,,
4966,-0.001,,,,,,
4967,-0.001,,,,,,
4968,-0.001,,,,,,
4969,-0.001,,,,,,
4970,-0.001,,,,,,
4971,-0.001,,,,,,
4972,0.41024731381157503,0.16781836130306022,0.041408078136127784,0.11863811863811864,0.5294117647058824,0.5675675675675675,0.5207100591715976
4973,-0.001,,,,,,
4974,0.41093902568138874,0.16913458374465284,0.042120256384169295,0.11881361881361881,0.5330739299610895,0.5652173913043478,0.5214180206794683
4975,-0.001,,,,,,
4976,-0.001,,,,,,
4977,0.41085440448056476,0.17209608423823627,0.04222199613388951,0.12074412074412075,0.5315487571701721,0.563855421686747,0.5218023255813954
4978,-0.001,,,,,,
4979,-0.001,,,,,,
4980,-0.001,,,,,,
4981,-0.001,,,,,,
4982,-0.001,,,,,,
4983,-0.001,,,,,,
4984,-0.001,,,,,,
4985,-0.001,,,,,,
4986,-0.001,,,,,,
4987,-0.001,,,,,,
4988,-0.001,,,,,,
4989,-0.001,,,,,,
4990,-0.001,,,,,,
4991,-0.001,,,,,,
4992,-0.001,,,,,,
4993,-0.001,,,,,,
4994,0.4093966129104794,0.17077986179664364,0.042628955132770374,0.1217971217971218,0.5298651252408478,0.5608591885441527,0.5201729106628242
4995,-0.001,,,,,,
4996,-0.001,,,,,,
4997,-0.001,,,,,,
4998,-0.001,,,,,,
4999,-0.001,,,,,,
5000,-0.001,,,,,,
5001,-0.001,,,,,,
5002,-0.001,,,,,,
5003,0.410426613312223,0.16650213886146759,0.041408078136127784,0.1181116181116181,0.5316205533596838,0.5675675675675675,0.5200594353640416
5004,-0.001,,,,,,
5005,-0.001,,,,,,
5006,-0.001,,,,,,
5007,0.4104166337432286,0.1681474169134584,0.04191677688472886,0.11863811863811864,0.5303326810176126,0.5655339805825242,0.522189349112426
5008,-0.001,,,,,,
5009,-0.001,,,,,,
5010,-0.001,,,,,,
5011,-0.001,,,,,,
5012,-0.001,,,,,,
5013,-0.001,,,,,,
5014,-0.001,,,,,,
5015,-0.001,,,,,,
5016,-0.001,,,,,,
5017,-0.001,,,,,,
5018,-0.001,,,,,,
5019,-0.001,,,,,,
5020,-0.001,,,,,,
5021,-0.001,,,,,,
5022,-0.001,,,,,,
5023,-0.001,,,,,,
5024,-0.001,,,,,,
5025,-0.001,,,,,,
5026,-0.001,,,,,,
5027,-0.001,,,,,,
5028,0.40955981488382137,0.16551497203027313,0.04130633838640757,0.11758511758511758,0.5288270377733598,0.5665024630541872,0.5208955223880597
5029,-0.001,,,,,,
5030,-0.001,,,,,,
5031,-0.001,,,,,,
5032,-0.001,,,,,,
5033,-0.001,,,,,,
5034,-0.001,,,,,,
5035,-0.001,,,,,,
5036,0.4101750390722841,0.17012175057584733,0.042120256384169295,0.12021762021762021,0.5299806576402321,0.5628019323671497,0.5226277372262774
5037,-0.001,,,,,,
5038,-0.001,,,,,,
5039,-0.001,,,,,,
5040,-0.001,,,,,,
5041,-0.001,,,,,,
5042,-0.001,,,,,,
5043,-0.001,,,,,,
5044,-0.001,,,,,,
5045,-0.001,,,,,,
5046,-0.001,,,,,,
5047,-0.001,,,,,,
5048,-0.001,,,,,,
5049,-0.001,,,,,,
5050,-0.001,,,,,,
5051,0.40974396854485295,0.16551497203027313,0.04130633838640757,0.11776061776061776,0.5288270377733598,0.5665024630541872,0.5216095380029806
5052,-0.001,,,,,,
5053,-0.001,,,,,,
5054,-0.001,,,,,,
5055,-0.001,,,,,,
5056,-0.001,,,,,,
5057,-0.001,,,,,,
5058,-0.001,,,,,,
5059,-0.001,,,,,,
5060,-0.001,,,,,,
5061,-0.001,,,,,,
5062,0.40930952725994435,0.17045080618624547,0.042628955132770374,0.12162162162162163,0.528957528957529,0.5608591885441527,0.5209235209235209
5063,-0.001,,,,,,
5064,-0.001,,,,,,
5065,-0.001,,,,,,
5066,-0.001,,,,,,
5067,0.4041967461563727,0.1579466929911155,0.031132363414386,0.10494910494910495,0.5208333333333334,0.565359477124183,0.520066889632107
5068,-0.001,,,,,,
5069,-0.001,,,,,,
5070,-0.001,,,,,,
5071,-0.001,,,,,,
5072,-0.001,,,,,,
5073,-0.001,,,,,,
5074,-0.001,,,,,,
5075,-0.001,,,,,,
5076,-0.001,,,,,,
5077,0.40947459144734644,0.17045080618624547,0.04242547563332994,0.12074412074412075,0.528957528957529,0.5611510791366906,0.5218023255813954
5078,-0.001,,,,,,
5079,-0.001,,,,,,
5080,-0.001,,,,,,
5081,-0.001,,,,,,
5082,-0.001,,,,,,
5083,-0.001,,,,,,
5084,-0.001,,,,,,
5085,-0.001,,,,,,
5086,-0.001,,,,,,
5087,-0.001,,,,,,
5088,-0.001,,,,,,
5089,-0.001,,,,,,
5090,-0.001,,,,,,
5091,-0.001,,,,,,
5092,-0.001,,,,,,
5093,-0.001,,,,,,
5094,-0.001,,,,,,
5095,-0.001,,,,,,
5096,-0.001,,,,,,
5097,-0.001,,,,,,
5098,-0.001,,,,,,
5099,-0.001,,,,,,
5100,-0.001,,,,,,
5101,-0.001,,,,,,
5102,-0.001,,,,,,
5103,-0.001,,,,,,
5104,-0.001,,,,,,
5105,-0.001,,,,,,
5106,-0.001,,,,,,
5107,-0.001,,,,,,
5108,-0.001,,,,,,
5109,-0.001,,,,,,
5110,-0.001,,,,,,
5111,-0.001,,,,,,
5112,-0.001,,,,,,
5113,-0.001,,,,,,
5114,-0.001,,,,,,
5115,-0.001,,,,,,
5116,-0.001,,,,,,
5117,-0.001,,,,,,
5118,-0.001,,,,,,
5119,-0.001,,,,,,
5120,-0.001,,,,,,
5121,0.4096052363635762,0.16189536031589338,0.039271543392003255,0.11372411372411373,0.5304878048780488,0.5699481865284974,0.5200617283950617
5122,-0.001,,,,,,
5123,-0.001,,,,,,
5124,-0.001,,,,,,
5125,0.4085334803957798,0.16354063836788418,0.040390680638925626,0.11565461565461566,0.5291750503018109,0.5642317380352645,0.5204855842185129
5126,-0.001,,,,,,
5127,-0.001,,,,,,
5128,-0.001,,,,,,
5129,-0.001,,,,,,
5130,-0.001,,,,,,
5131,-0.001,,,,,,
5132,-0.001,,,,,,
5133,-0.001,,,,,,
5134,-0.001,,,,,,
5135,-0.001,,,,,,
5136,-0.001,,,,,,
5137,0.4049923972109018,0.15465613688713392,0.031132363414386,0.10372060372060372,0.5234042553191489,0.565359477124183,0.5228426395939086
5138,-0.001,,,,,,
5139,-0.001,,,,,,
5140,-0.001,,,,,,
5141,-0.001,,,,,,
5142,-0.001,,,,,,
5143,-0.001,,,,,,
5144,-0.001,,,,,,
5145,-0.001,,,,,,
5146,-0.001,,,,,,
5147,-0.001,,,,,,
5148,-0.001,,,,,,
5149,-0.001,,,,,,
5150,-0.001,,,,,,
5151,-0.001,,,,,,
5152,-0.001,,,,,,
5153,-0.001,,,,,,
5154,-0.001,,,,,,
5155,-0.001,,,,,,
5156,-0.001,,,,,,
5157,0.4114761741848045,0.17077986179664364,0.042120256384169295,0.11969111969111969,0.5337186897880539,0.5652173913043478,0.5219941348973607
5158,-0.001,,,,,,
5159,-0.001,,,,,,
5160,-0.001,,,,,,
5161,-0.001,,,,,,
5162,-0.001,,,,,,
5163,-0.001,,,,,,
5164,-0.001,,,,,,
5165,0.41086984305295077,0.17670286278381048,0.04222199613388951,0.12214812214812215,0.5307262569832403,0.563855421686747,0.5201149425287356
5166,-0.001,,,,,,
5167,-0.001,,,,,,
5168,-0.001,,,,,,
5169,-0.001,,,,,,
5170,-0.001,,,,,,
5171,-0.001,,,,,,
5172,-0.001,,,,,,
5173,-0.001,,,,,,
5174,-0.001,,,,,,
5175,-0.001,,,,,,
5176,-0.001,,,,,,
5177,-0.001,,,,,,
5178,-0.001,,,,,,
5179,-0.001,,,,,,
5180,-0.001,,,,,,
5181,-0.001,,,,,,
5182,-0.001,,,,,,
5183,-0.001,,,,,,
5184,-0.001,,,,,,
5185,0.4101695853994057,0.1734123066798289,0.04222199613388951,0.12109512109512109,0.5294117647058824,0.563855421686747,0.5202898550724637
5186,-0.001,,,,,,
5187,-0.001,,,,,,
5188,-0.001,,,,,,
5189,-0.001,,,,,,
5190,-0.001,,,,,,
5191,-0.001,,,,,,
5192,-0.001,,,,,,
5193,-0.001,,,,,,
5194,-0.001,,,,,,
5195,0.4109159423928187,0.17242513984863442,0.04222199613388951,0.12056862056862057,0.5324427480916031,0.563855421686747,0.5211062590975255
5196,-0.001,,,,,,
5197,-0.001,,,,,,
5198,-0.001,,,,,,
5199,-0.001,,,,,,
5200,-0.001,,,,,,
5201,-0.001,,,,,,
5202,-0.001,,,,,,
5203,-0.001,,,,,,
5204,-0.001,,,,,,
5205,-0.001,,,,,,
5206,-0.001,,,,,,
5207,-0.001,,,,,,
5208,-0.001,,,,,,
5209,-0.001,,,,,,
5210,-0.001,,,,,,
5211,-0.001,,,,,,
5212,-0.001,,,,,,
5213,-0.001,,,,,,
5214,-0.001,,,,,,
5215,-0.001,,,,,,
5216,-0.001,,,,,,
5217,-0.001,,,,,,
5218,-0.001,,,,,,
5219,-0.001,,,,,,
5220,-0.001,,,,,,
5221,-0.001,,,,,,
5222,-0.001,,,,,,
5223,-0.001,,,,,,
5224,-0.001,,,,,,
5225,0.40999443399970725,0.16156630470549524,0.039271543392003255,0.11354861354861355,0.5315682281059063,0.5699481865284974,0.5208655332302936
5226,0.4101183082892026,0.1717670286278381,0.042527215383050154,0.12127062127062127,0.5306513409961686,0.562200956937799,0.5209840810419681
5227,-0.001,,,,,,
5228,-0.001,,,,,,
5229,-0.001,,,,,,
5230,-0.001,,,,,,
5231,-0.001,,,,,,
5232,-0.001,,,,,,
5233,-0.001,,,,,,
5234,-0.001,,,,,,
5235,-0.001,,,,,,
5236,-0.001,,,,,,
5237,-0.001,,,,,,
5238,-0.001,,,,,,
5239,-0.001,,,,,,
5240,-0.001,,,,,,
5241,-0.001,,,,,,
5242,-0.001,,,,,,
5243,-0.001,,,,,,
5244,-0.001,,,,,,
5245,0.4114106101827175,0.16913458374465284,0.04201851663444908,0.11863811863811864,0.5330739299610895,0.5665859564164649,0.522189349112426
5246,-0.001,,,,,,
5247,-0.001,,,,,,
5248,-0.001,,,,,,
5249,-0.001,,,,,,
5250,0.4098108560755217,0.16584402764067127,0.04130633838640757,0.11758511758511758,0.5297619047619048,0.5665024630541872,0.5208955223880597
5251,-0.001,,,,,,
5252,-0.001,,,,,,
5253,-0.001,,,,,,
5254,-0.001,,,,,,
5255,0.41011081906566227,0.16584402764067127,0.041408078136127784,0.11828711828711828,0.5297619047619048,0.5675675675675675,0.5207715133531158
5256,-0.001,,,,,,
5257,-0.001,,,,,,
5258,-0.001,,,,,,
5259,-0.001,,,,,,
5260,-0.001,,,,,,
5261,-0.001,,,,,,
5262,-0.001,,,,,,
5263,-0.001,,,,,,
5264,-0.001,,,,,,
5265,-0.001,,,,,,
5266,-0.001,,,,,,
5267,-0.001,,,,,,
5268,-0.001,,,,,,
5269,-0.001,,,,,,
5270,-0.001,,,,,,
5271,-0.001,,,,,,
5272,-0.001,,,,,,
5273,-0.001,,,,,,
5274,-0.001,,,,,,
5275,-0.001,,,,,,
5276,-0.001,,,,,,
5277,-0.001,,,,,,
5278,-0.001,,,,,,
5279,-0.001,,,,,,
5280,-0.001,,,,,,
5281,-0.001,,,,,,
5282,-0.001,,,,,,
5283,-0.001,,,,,,
5284,0.4097640842544432,0.16551497203027313,0.04130633838640757,0.1181116181116181,0.5288270377733598,0.5665024630541872,0.5215453194650818
5285,-0.001,,,,,,
5286,-0.001,,,,,,
5287,-0.001,,,,,,
5288,-0.001,,,,,,
5289,-0.001,,,,,,
5290,-0.001,,,,,,
5291,-0.001,,,,,,
5292,-0.001,,,,,,
5293,-0.001,,,,,,
5294,-0.001,,,,,,
5295,-0.001,,,,,,
5296,-0.001,,,,,,
5297,-0.001,,,,,,
5298,-0.001,,,,,,
5299,-0.001,,,,,,
5300,-0.001,,,,,,
5301,-0.001,,,,,,
5302,-0.001,,,,,,
5303,-0.001,,,,,,
5304,-0.001,,,,,,
5305,-0.001,,,,,,
5306,-0.001,,,,,,
5307,-0.001,,,,,,
5308,-0.001,,,,,,
5309,-0.001,,,,,,
5310,-0.001,,,,,,
5311,-0.001,,,,,,
5312,-0.001,,,,,,
5313,-0.001,,,,,,
5314,-0.001,,,,,,
5315,-0.001,,,,,,
5316,-0.001,,,,,,
5317,-0.001,,,,,,
5318,-0.001,,,,,,
5319,-0.001,,,,,,
5320,-0.001,,,,,,
5321,-0.001,,,,,,
5322,-0.001,,,,,,
5323,-0.001,,,,,,
5324,-0.001,,,,,,
5325,-0.001,,,,,,
5326,-0.001,,,,,,
5327,-0.001,,,,,,
5328,-0.001,,,,,,
5329,-0.001,,,,,,
5330,-0.001,,,,,,
5331,-0.001,,,,,,
5332,-0.001,,,,,,
5333,-0.001,,,,,,
5334,0.4107965834810444,0.17143797301743996,0.04222199613388951,0.12039312039312039,0.5316698656429942,0.563855421686747,0.521865889212828
5335,-0.001,,,,,,
5336,-0.001,,,,,,
5337,-0.001,,,,,,
5338,-0.001,,,,,,
5339,-0.001,,,,,,
5340,-0.001,,,,,,
5341,0.40413761098644096,0.16288252714708787,0.03174280191270729,0.10758160758160758,0.5212121212121212,0.5608974358974359,0.5203915171288744
5342,-0.001,,,,,,
5343,-0.001,,,,,,
5344,-0.001,,,,,,
5345,-0.001,,,,,,
5346,-0.001,,,,,,
5347,-0.001,,,,,,
5348,-0.001,,,,,,
5349,-0.001,,,,,,
5350,-0.001,,,,,,
5351,-0.001,,,,,,
5352,-0.001,,,,,,
5353,-0.001,,,,,,
5354,-0.001,,,,,,
5355,-0.001,,,,,,
5356,-0.001,,,,,,
5357,-0.001,,,,,,
5358,-0.001,,,,,,
5359,-0.001,,,,,,
5360,0.4101491817907283,0.16650213886146759,0.041408078136127784,0.11828711828711828,0.5296442687747036,0.5675675675675675,0.5207715133531158
5361,-0.001,,,,,,
5362,-0.001,,,,,,
5363,-0.001,,,,,,
5364,-0.001,,,,,,
5365,-0.001,,,,,,
5366,0.4105170451625251,0.1717670286278381,0.042120256384169295,0.11969111969111969,0.5306513409961686,0.5652173913043478,0.5205278592375366
5367,-0.001,,,,,,
5368,-0.001,,,,,,
5369,-0.001,,,,,,
5370,-0.001,,,,,,
5371,0.40965660518607394,0.17077986179664364,0.042527215383050154,0.12109512109512109,0.5298651252408478,0.562200956937799,0.5202898550724637
5372,-0.001,,,,,,
5373,-0.001,,,,,,
5374,-0.001,,,,,,
5375,-0.001,,,,,,
5376,-0.001,,,,,,
5377,-0.001,,,,,,
5378,-0.001,,,,,,
5379,-0.001,,,,,,
5380,-0.001,,,,,,
5381,-0.001,,,,,,
5382,-0.001,,,,,,
5383,-0.001,,,,,,
5384,0.41283983811739355,0.17472852912142153,0.03947502289144369,0.11723411723411724,0.536723163841808,0.5695876288659794,0.5209580838323353
5385,-0.001,,,,,,
5386,-0.001,,,,,,
5387,-0.001,,,,,,
5388,0.4096324174889279,0.17012175057584733,0.042120256384169295,0.11969111969111969,0.5299806576402321,0.5628019323671497,0.5205278592375366
5389,-0.001,,,,,,
5390,-0.001,,,,,,
5391,-0.001,,,,,,
5392,-0.001,,,,,,
5393,-0.001,,,,,,
5394,-0.001,,,,,,
5395,-0.001,,,,,,
5396,-0.001,,,,,,
5397,-0.001,,,,,,
5398,-0.001,,,,,,
5399,-0.001,,,,,,
5400,-0.001,,,,,,
5401,-0.001,,,,,,
5402,-0.001,,,,,,
5403,-0.001,,,,,,
5404,-0.001,,,,,,
5405,-0.001,,,,,,
5406,-0.001,,,,,,
5407,-0.001,,,,,,
5408,-0.001,,,,,,
5409,-0.001,,,,,,
5410,0.4096402517878269,0.16617308325106944,0.04130633838640757,0.11828711828711828,0.5287128712871287,0.5665024630541872,0.5207715133531158
5411,-0.001,,,,,,
5412,-0.001,,,,,,
5413,-0.001,,,,,,
5414,-0.001,,,,,,
5415,-0.001,,,,,,
5416,-0.001,,,,,,
5417,-0.001,,,,,,
5418,-0.001,,,,,,
5419,-0.001,,,,,,
5420,-0.001,,,,,,
5421,-0.001,,,,,,
5422,-0.001,,,,,,
5423,-0.001,,,,,,
5424,-0.001,,,,,,
5425,-0.001,,,,,,
5426,-0.001,,,,,,
5427,-0.001,,,,,,
5428,-0.001,,,,,,
5429,-0.001,,,,,,
5430,-0.001,,,,,,
5431,-0.001,,,,,,
5432,-0.001,,,,,,
5433,0.41014824786290127,0.1734123066798289,0.04222199613388951,0.12074412074412075,0.5294117647058824,0.563855421686747,0.5203488372093024
5434,-0.001,,,,,,
5435,-0.001,,,,,,
5436,-0.001,,,,,,
5437,0.4029549973750294,0.1493912471207634,0.029199308169701902,0.10003510003510004,0.5220264317180616,0.5644599303135889,0.5210526315789473
5438,-0.001,,,,,,
5439,-0.001,,,,,,
5440,-0.001,,,,,,
5441,-0.001,,,,,,
5442,0.4100978461245591,0.17374136229022705,0.042527215383050154,0.1217971217971218,0.5303030303030303,0.562200956937799,0.5201729106628242
5443,-0.001,,,,,,
5444,-0.001,,,,,,
5445,-0.001,,,,,,
5446,-0.001,,,,,,
5447,-0.001,,,,,,
5448,0.40570650119696905,0.16584402764067127,0.031234103164106217,0.10600210600210601,0.5238095238095238,0.5635179153094463,0.5215231788079471
5449,-0.001,,,,,,
5450,-0.001,,,,,,
5451,-0.001,,,,,,
5452,-0.001,,,,,,
5453,-0.001,,,,,,
5454,-0.001,,,,,,
5455,-0.001,,,,,,
5456,-0.001,,,,,,
5457,-0.001,,,,,,
5458,-0.001,,,,,,
5459,-0.001,,,,,,
5460,-0.001,,,,,,
5461,-0.001,,,,,,
5462,-0.001,,,,,,
5463,-0.001,,,,,,
5464,-0.001,,,,,,
5465,-0.001,,,,,,
5466,-0.001,,,,,,
5467,-0.001,,,,,,
5468,-0.001,,,,,,
5469,-0.001,,,,,,
5470,-0.001,,,,,,
5471,-0.001,,,,,,
5472,0.4105154386884335,0.17045080618624547,0.04222199613388951,0.12039312039312039,0.5308880308880309,0.563855421686747,0.521865889212828
5473,-0.001,,,,,,
5474,-0.001,,,,,,
5475,-0.001,,,,,,
5476,-0.001,,,,,,
5477,-0.001,,,,,,
5478,-0.001,,,,,,
5479,0.41317108279468423,0.18460019743336623,0.04232373588360973,0.12425412425412426,0.5365418894830659,0.5625,0.5211864406779662
5480,-0.001,,,,,,
5481,-0.001,,,,,,
5482,-0.001,,,,,,
5483,-0.001,,,,,,
5484,-0.001,,,,,,
5485,-0.001,,,,,,
5486,-0.001,,,,,,
5487,-0.001,,,,,,
5488,-0.001,,,,,,
5489,-0.001,,,,,,
5490,-0.001,,,,,,
5491,-0.001,,,,,,
5492,-0.001,,,,,,
5493,-0.001,,,,,,
5494,-0.001,,,,,,
5495,-0.001,,,,,,
5496,-0.001,,,,,,
5497,-0.001,,,,,,
5498,-0.001,,,,,,
5499,-0.001,,,,,,
5500,-0.001,,,,,,
5501,-0.001,,,,,,
5502,-0.001,,,,,,
5503,-0.001,,,,,,
5504,-0.001,,,,,,
5505,-0.001,,,,,,
5506,-0.001,,,,,,
5507,-0.001,,,,,,
5508,-0.001,,,,,,
5509,-0.001,,,,,,
5510,0.4133018561622712,0.1855873642645607,0.04242547563332994,0.12442962442962444,0.5372340425531915,0.5611510791366906,0.5218617771509168
